source,relation,target,kind
TECH.manufacturing_technology.surface_treatment.thermal_spraying,SUBTECHNOLOGY_OF,TECH.manufacturing_technology.surface_treatment,parent
TECH.materials_technology,SUBTECHNOLOGY_OF,TECHNOLOGIES,parent
TECH.materials_technology,APPLICATION_OF,HK.materials_science,explicit
TECH.materials_technology,APPLICATION_OF,HK.chemistry,explicit
TECH.materials_technology.biomaterials,SUBTECHNOLOGY_OF,TECH.materials_technology,parent
TECH.materials_technology.biomaterials.bioactive_glass,SUBTYPE_OF,TECH.materials_technology.biomaterials,parent
TECH.materials_technology.biomaterials.bioceramic,SUBTYPE_OF,TECH.materials_technology.biomaterials,parent
TECH.materials_technology.biomaterials.biopolymer,SUBTYPE_OF,TECH.materials_technology.biomaterials,parent
TECH.materials_technology.biomaterials.hydrogel,SUBTYPE_OF,TECH.materials_technology.biomaterials,parent
TECH.materials_technology.ceramics,SUBTECHNOLOGY_OF,TECH.materials_technology,parent
TECH.materials_technology.ceramics.advanced_ceramics,SUBTECHNOLOGY_OF,TECH.materials_technology.ceramics,parent
TECH.materials_technology.ceramics.cement_and_concrete,SUBTECHNOLOGY_OF,TECH.materials_technology.ceramics,parent
TECH.materials_technology.ceramics.glass,SUBTECHNOLOGY_OF,TECH.materials_technology.ceramics,parent
TECH.materials_technology.ceramics.refractory,SUBTECHNOLOGY_OF,TECH.materials_technology.ceramics,parent
TECH.materials_technology.coating_technology,SUBTECHNOLOGY_OF,TECH.materials_technology,parent
TECH.materials_technology.coating_technology.atomic_layer_deposition,SUBTECHNOLOGY_OF,TECH.materials_technology.coating_technology,parent
TECH.materials_technology.coating_technology.chemical_vapor_deposition,SUBTECHNOLOGY_OF,TECH.materials_technology.coating_technology,parent
TECH.materials_technology.coating_technology.chemical_vapor_deposition,RELATED_TO,TECH.manufacturing_technology.microfabrication,explicit
TECH.materials_technology.coating_technology.electroplating,SUBTECHNOLOGY_OF,TECH.materials_technology.coating_technology,parent
TECH.materials_technology.coating_technology.physical_vapor_deposition,SUBTECHNOLOGY_OF,TECH.materials_technology.coating_technology,parent
TECH.materials_technology.composite_materials,SUBTECHNOLOGY_OF,TECH.materials_technology,parent
TECH.materials_technology.composite_materials.carbon_fiber_reinforced_polymer,SUBTYPE_OF,TECH.materials_technology.composite_materials,parent
TECH.materials_technology.composite_materials.carbon_fiber_reinforced_polymer,MATERIAL_OF,TECH.transport_technology.aerospace,explicit
TECH.materials_technology.composite_materials.ceramic_matrix_composite,SUBTYPE_OF,TECH.materials_technology.composite_materials,parent
TECH.materials_technology.composite_materials.glass_fiber_reinforced_polymer,SUBTYPE_OF,TECH.materials_technology.composite_materials,parent
TECH.materials_technology.composite_materials.metal_matrix_composite,SUBTYPE_OF,TECH.materials_technology.composite_materials,parent
TECH.materials_technology.metallurgy,SUBTECHNOLOGY_OF,TECH.materials_technology,parent
TECH.materials_technology.metallurgy.alloy_design,SUBTECHNOLOGY_OF,TECH.materials_technology.metallurgy,parent
TECH.materials_technology.metallurgy.damascus_steel,SUBTECHNOLOGY_OF,TECH.materials_technology.metallurgy,parent
TECH.materials_technology.metallurgy.damascus_steel,HISTORICAL_SUCCESSOR,TECH.materials_technology.metallurgy.ferrous_metallurgy.steelmaking,explicit
TECH.materials_technology.metallurgy.extractive_metallurgy,SUBTECHNOLOGY_OF,TECH.materials_technology.metallurgy,parent
TECH.materials_technology.metallurgy.ferrous_metallurgy,SUBTECHNOLOGY_OF,TECH.materials_technology.metallurgy,parent
TECH.materials_technology.metallurgy.ferrous_metallurgy.electric_arc_furnace,SUBTECHNOLOGY_OF,TECH.materials_technology.metallurgy.ferrous_metallurgy,parent
TECH.materials_technology.metallurgy.ferrous_metallurgy.steelmaking,SUBTECHNOLOGY_OF,TECH.materials_technology.metallurgy.ferrous_metallurgy,parent
TECH.materials_technology.metallurgy.non_ferrous_metallurgy,SUBTECHNOLOGY_OF,TECH.materials_technology.metallurgy,parent
TECH.materials_technology.metallurgy.powder_metallurgy,SUBTECHNOLOGY_OF,TECH.materials_technology.metallurgy,parent
TECH.materials_technology.metallurgy.wootz_steel,SUBTECHNOLOGY_OF,TECH.materials_technology.metallurgy,parent
TECH.materials_technology.metallurgy.wootz_steel,HISTORICAL_SUCCESSOR,TECH.materials_technology.metallurgy.ferrous_metallurgy.steelmaking,explicit
TECH.materials_technology.nanomaterials,SUBTECHNOLOGY_OF,TECH.materials_technology,parent
TECH.materials_technology.nanomaterials.carbon_nanotube,SUBTYPE_OF,TECH.materials_technology.nanomaterials,parent
TECH.materials_technology.nanomaterials.graphene,SUBTYPE_OF,TECH.materials_technology.nanomaterials,parent
TECH.materials_technology.nanomaterials.graphene,RELATED_TO,TECH.materials_technology.semiconductor_materials,explicit
TECH.materials_technology.nanomaterials.nanoparticle,SUBTYPE_OF,TECH.materials_technology.nanomaterials,parent
TECH.materials_technology.nanomaterials.quantum_dot,SUBTYPE_OF,TECH.materials_technology.nanomaterials,parent
TECH.materials_technology.nanomaterials.quantum_dot,RELATED_TO,TECH.photonics.light_emitting_diode,explicit
TECH.materials_technology.natural_materials,SUBTECHNOLOGY_OF,TECH.materials_technology,parent
TECH.materials_technology.natural_materials.bamboo_engineering,SUBTECHNOLOGY_OF,TECH.materials_technology.natural_materials,parent
TECH.materials_technology.natural_materials.engineered_wood,SUBTYPE_OF,TECH.materials_technology.natural_materials,parent
TECH.materials_technology.polymer_technology,SUBTECHNOLOGY_OF,TECH.materials_technology,parent
TECH.materials_technology.polymer_technology.bioplastic,SUBTECHNOLOGY_OF,TECH.materials_technology.polymer_technology,parent
TECH.materials_technology.polymer_technology.conductive_polymer,SUBTECHNOLOGY_OF,TECH.materials_technology.polymer_technology,parent
TECH.materials_technology.polymer_technology.elastomer,SUBTECHNOLOGY_OF,TECH.materials_technology.polymer_technology,parent
TECH.materials_technology.polymer_technology.thermoplastic,SUBTECHNOLOGY_OF,TECH.materials_technology.polymer_technology,parent
TECH.materials_technology.polymer_technology.thermoset,SUBTECHNOLOGY_OF,TECH.materials_technology.polymer_technology,parent
TECH.materials_technology.semiconductor_materials,SUBTECHNOLOGY_OF,TECH.materials_technology,parent
TECH.materials_technology.semiconductor_materials.gallium_arsenide,SUBTYPE_OF,TECH.materials_technology.semiconductor_materials,parent
TECH.materials_technology.semiconductor_materials.gallium_arsenide,RELATED_TO,TECH.photonics.laser.semiconductor_laser,explicit
TECH.materials_technology.semiconductor_materials.gallium_nitride,SUBTYPE_OF,TECH.materials_technology.semiconductor_materials,parent
TECH.materials_technology.semiconductor_materials.gallium_nitride,RELATED_TO,TECH.photonics.light_emitting_diode,explicit
TECH.materials_technology.semiconductor_materials.gallium_nitride,MATERIAL_OF,TECH.photonics.light_emitting_diode,explicit
TECH.materials_technology.semiconductor_materials.silicon,SUBTYPE_OF,TECH.materials_technology.semiconductor_materials,parent
TECH.materials_technology.semiconductor_materials.silicon,MATERIAL_OF,TECH.manufacturing_technology.microfabrication.semiconductor_fabrication,explicit
TECH.materials_technology.semiconductor_materials.silicon_carbide,SUBTYPE_OF,TECH.materials_technology.semiconductor_materials,parent
TECH.materials_technology.smart_materials,SUBTECHNOLOGY_OF,TECH.materials_technology,parent
TECH.materials_technology.smart_materials.electrochromic_material,SUBTYPE_OF,TECH.materials_technology.smart_materials,parent
TECH.materials_technology.smart_materials.piezoelectric_material,SUBTYPE_OF,TECH.materials_technology.smart_materials,parent
TECH.materials_technology.smart_materials.piezoelectric_material,RELATED_TO,TECH.photonics,explicit
TECH.materials_technology.smart_materials.piezoelectric_material,RELATED_TO,TECH.energy_technology.energy_storage,explicit
TECH.materials_technology.smart_materials.self_healing_material,SUBTYPE_OF,TECH.materials_technology.smart_materials,parent
TECH.materials_technology.smart_materials.shape_memory_alloy,SUBTYPE_OF,TECH.materials_technology.smart_materials,parent
TECH.materials_technology.superconductors,SUBTECHNOLOGY_OF,TECH.materials_technology,parent
TECH.materials_technology.superconductors.high_temperature_superconductor,SUBTYPE_OF,TECH.materials_technology.superconductors,parent
TECH.materials_technology.superconductors.high_temperature_superconductor,USED_BY,TECH.medical_technology.medical_imaging.magnetic_resonance_imaging,explicit
TECH.materials_technology.superconductors.room_temperature_superconductor,SUBTYPE_OF,TECH.materials_technology.superconductors,parent
TECH.medical_technology,SUBTECHNOLOGY_OF,TECHNOLOGIES,parent
TECH.medical_technology,APPLICATION_OF,HK.medicine,explicit
TECH.medical_technology,APPLICATION_OF,HK.engineering,explicit
TECH.medical_technology.digital_health,SUBTECHNOLOGY_OF,TECH.medical_technology,parent
TECH.medical_technology.digital_health.clinical_decision_support,SUBTECHNOLOGY_OF,TECH.medical_technology.digital_health,parent
TECH.medical_technology.digital_health.clinical_decision_support,USES,TECH.artificial_intelligence.machine_learning,explicit
TECH.medical_technology.digital_health.electronic_health_record,SUBTECHNOLOGY_OF,TECH.medical_technology.digital_health,parent
TECH.medical_technology.digital_health.health_informatics,SUBTECHNOLOGY_OF,TECH.medical_technology.digital_health,parent
TECH.medical_technology.digital_health.wearable_health_monitor,SUBTECHNOLOGY_OF,TECH.medical_technology.digital_health,parent
TECH.medical_technology.digital_health.wearable_health_monitor,USES,TECH.information_technology.computing.computer_systems.wearable_computer,explicit
TECH.medical_technology.digital_health.wearable_health_monitor,RELATED_TO,TECH.information_technology.computing.computer_systems.wearable_computer,explicit
TECH.medical_technology.in_vitro_diagnostics,SUBTECHNOLOGY_OF,TECH.medical_technology,parent
TECH.medical_technology.in_vitro_diagnostics.immunoassay,SUBTECHNOLOGY_OF,TECH.medical_technology.in_vitro_diagnostics,parent
TECH.medical_technology.in_vitro_diagnostics.lab_on_a_chip,SUBTECHNOLOGY_OF,TECH.medical_technology.in_vitro_diagnostics,parent
TECH.medical_technology.in_vitro_diagnostics.lab_on_a_chip,RELATED_TO,TECH.manufacturing_technology.microfabrication,explicit
TECH.medical_technology.in_vitro_diagnostics.liquid_biopsy,SUBTECHNOLOGY_OF,TECH.medical_technology.in_vitro_diagnostics,parent
TECH.medical_technology.in_vitro_diagnostics.molecular_diagnostics,SUBTECHNOLOGY_OF,TECH.medical_technology.in_vitro_diagnostics,parent
TECH.medical_technology.in_vitro_diagnostics.molecular_diagnostics,USES,TECH.biotechnology.molecular_biology_techniques.polymerase_chain_reaction,explicit
TECH.medical_technology.in_vitro_diagnostics.point_of_care_testing,SUBTECHNOLOGY_OF,TECH.medical_technology.in_vitro_diagnostics,parent
TECH.medical_technology.medical_devices,SUBTECHNOLOGY_OF,TECH.medical_technology,parent
TECH.medical_technology.medical_devices.cochlear_implant,SUBTECHNOLOGY_OF,TECH.medical_technology.medical_devices,parent
TECH.medical_technology.medical_devices.dialysis_machine,SUBTECHNOLOGY_OF,TECH.medical_technology.medical_devices,parent
TECH.medical_technology.medical_devices.implantable_device,SUBTECHNOLOGY_OF,TECH.medical_technology.medical_devices,parent
TECH.medical_technology.medical_devices.insulin_pump,SUBTECHNOLOGY_OF,TECH.medical_technology.medical_devices,parent
TECH.medical_technology.medical_devices.pacemaker,SUBTECHNOLOGY_OF,TECH.medical_technology.medical_devices,parent
TECH.medical_technology.medical_devices.prosthesis,SUBTECHNOLOGY_OF,TECH.medical_technology.medical_devices,parent
TECH.medical_technology.medical_devices.stent,SUBTECHNOLOGY_OF,TECH.medical_technology.medical_devices,parent
TECH.medical_technology.medical_devices.ventilator,SUBTECHNOLOGY_OF,TECH.medical_technology.medical_devices,parent
